Code	Codelist Code	Codelist Extensible (Yes/No)	Codelist Name	CDISC Submission Value	CDISC Synonym(s)	CDISC Definition	NCI Preferred Term
C68900	C71620		Unit	10^6 CFU/g	Million CFU/g; Million Colony Forming Units per Gram	A unit of measurement of colony forming cells or microorganisms in a unit mass of substance of interest defined as the number of 10 to the sixth power colony forming units in one gram of substance.	Million Colony Forming Units per Gram
C68904	C71620		Unit	10^6 CFU/mL	Million CFU/mL; Million Colony Forming Units per Milliliter	A unit of measurement of colony forming cells or microorganisms in a unit volume of substance of interest defined as the number of 10 to the sixth power colony forming units in one milliliter of substance.	Million Colony Forming Units per Milliliter
C100898	C71620		Unit	10^6 copies/mL		The unit of concentration expressed as the number of 10 to the sixth power copies in unit volume equal to one milliliter. (NCI)	Million Copies per Milliliter
C98756	C71620		Unit	10^6 DNA copies/mL		A unit of measurement equal to 10 to the sixth power of the number of deoxyribonucleic acid (DNA) copies per unit of volume equal to one milliliter.	Million DNA Copies per Milliliter
C67335	C71620		Unit	10^6 IU	Million International Units; Million IU	A unit of biological activity equal to 10 to the sixth power international units.	Million International Units
C98757	C71620		Unit	10^6 IU/mL		A unit of measurement equal to 10 to the sixth power of the number of international units of an entity per unit of volume equal to one milliliter.	Million International Units per Milliliter
C71188	C71620		Unit	10^6 organisms	Million Organisms	A unit of measure of quantity of organisms expressed in 10 to the sixth power of organisms.	Million Organisms
C71191	C71620		Unit	10^6 organisms/g	Million Organisms per Gram; Million Organisms/g	A unit of measure of organism content expressed in 10 to the sixth power of organisms per unit of mass equal to one gram.	Million Organisms per Gram
C71193	C71620		Unit	10^6 organisms/mg	Million Organisms per Milligram; Million Organisms/mg	A unit of measure of organism content expressed in 10 to the sixth power of organisms per unit of mass equal to one milligram.	Million Organisms per Milligram
C71196	C71620		Unit	10^6 organisms/mL	Million Organisms per Milliliter; Million Organisms/mL	A unit of measure of organism concentration expressed in 10 to the sixth power of organisms per unit of volume equal to one milliliter.	Million Organisms per Milliliter
C67268	C71620		Unit	10^6 PFU	One Million PFU; One Million Plaque Forming Units	A unit of measurement of infectious entities with numbers equal to 10 to the sixth power plaque forming units.	Million Plaque Forming Units
C98760	C71620		Unit	10^6 RNA copies/mL		A unit of measurement equal to 10 to the sixth power of the number of ribonucleic acid (RNA) copies per unit of volume equal to one milliliter.	Million RNA Copies per Milliliter
C150415	C71620		Unit	10^6 TCID 50/dose	10^6 50 Percent Tissue Culture Infective Dose per Dose	A potency unit equal to the potency at which one dose of preparation contains one million (10^6) 50 percent tissue culture infective doses.	Million Tissue Culture Infectious Dose 50%
C67310	C71620		Unit	10^6 U	Million U; Million Units	A unit of measure equal to 10 to the sixth power of arbitrary units.	Million Units
C130189	C71620		Unit	10^6/Ejaculate U		A unit of measurement equal to 10 to the sixth power of entities per unit equal to one ejaculation.	Million Per Ejaculate Unit
C98758	C71620		Unit	10^6/g	/ug; 1/ug; 10^3/mg; 10^9/kg	A unit of measurement equal to 10 to the sixth power of the number of entities per unit of mass equal to one gram.	Million per Gram
C98759	C71620		Unit	10^6/hpf		A unit of measurement equal to 10 to the sixth power of the number of entities per unit of area equal to one high powered field.	Million per High Powered Field
C67452	C71620		Unit	10^6/L	/mm3; /uL; 1/mm3; 1/uL; 10^3/mL; M/L; Mega/L	A unit of measurement equal to 10 to the sixth power of the number of entities per unit of volume equal to one liter.	Thousand per Milliliter
C158294	C71620		Unit	10^7 CFU	Ten Million CFU; Ten Million Colony Forming Units	A unit of measurement of colony forming cells or microorganisms equal to 10 to the seventh power colony forming units.	Ten Million Colony Forming Units
C166096	C71620		Unit	10^7 CFU/mL	Ten Million CFU/mL; Ten Million Colony Forming Units per Milliliter	A unit of measurement of colony forming cells or microorganisms in a unit volume of substance of interest defined as the number of 10 to the seventh power colony forming units in one milliliter of substance.	Ten Million Colony Forming Units Per Liter
C67265	C71620		Unit	10^7 PFU	Ten Million PFU; Ten Million Plaque Forming Units	A unit of measurement of plaque forming cells or microorganisms with numbers equal to 10 to the seventh power plaque forming units.	Ten Million Plaque Forming Units
C150416	C71620		Unit	10^7 TCID 50/dose	10^7 50 Percent Tissue Culture Infective Dose per Dose	A potency unit equal to the potency at which one dose of preparation contains ten million (10^7) 50 percent tissue culture infective doses.	Ten Million Tissue Culture Infectious Dose 50%
C184717	C71620		Unit	10^7/kg	10/mg; 10^4/g	A unit of measurement equal to 10 to the seventh power of the number of entities per unit of mass equal to one kilogram.	Ten Million Per Kilogram
C98786	C71620		Unit	10^7/L	10^6/dL	A unit of measurement equal to 10 to the seventh power of the number of entities per unit of volume equal to one liter.	Ten Million per Liter
C156119	C71620		Unit	10^8 IU	One Hundred Million International Units; One Hundred Million IU	A unit of biological activity equal to 10 to the eighth power international units.	Hundred Million International Units
C67266	C71620		Unit	10^8 PFU	Hundred Million PFU; Hundred Million Plaque Forming Units	A unit of measurement of plaque forming cells or microorganisms with numbers equal to 10 to the eighth power of plaque forming units.	Hundred Million Plaque Forming Units
C150417	C71620		Unit	10^8 TCID 50/dose	10^8 50 Percent Tissue Culture Infective Dose per Dose	A potency unit equal to the potency at which one dose of preparation contains one million (10^8) 50 percent tissue culture infective doses.	Hundred Million Tissue Culture Infectious Dose 50%
C105489	C71620		Unit	10^8/L	10^2/mm3; 10^2/uL; 10^5/mL	A unit of measurement equal to 10 to the eighth power of entities per unit of volume equal to one liter.	Hundred Million Per Liter
C67247	C71620		Unit	10^9 cells		A dosing unit for cells expressed as 10 to the ninth power.	Billion Cells
C68897	C71620		Unit	10^9 CFU	Billion CFU; Billion Colony Forming Units	A unit of measurement of colony forming cells or microorganisms equal to 10 to the ninth power colony forming units.	Billion Colony Forming Units
C68901	C71620		Unit	10^9 CFU/g	Billion CFU/g; Billion Colony Forming Units per Gram	A unit of measurement of colony forming cells or microorganisms in a unit mass of substance of interest defined as the number of 10 to the ninth power colony forming units in one gram of substance.	Billion Colony Forming Units per Gram
C68905	C71620		Unit	10^9 CFU/mL	Billion CFU/mL; Billion Colony Forming Units per Milliliter	A unit of measurement of colony forming cells or microorganisms in a unit volume of substance of interest defined as the number of 10 to the ninth power colony forming units in one milliliter of substance.	Billion Colony Forming Units per Milliliter
C71189	C71620		Unit	10^9 organisms	Billion Organisms	A unit of measure of quantity of organisms expressed in 10 to the ninth power of organisms.	Billion Organisms
C71192	C71620		Unit	10^9 organisms/g	Billion Organisms per Gram; Billion Organisms/g	A unit of measure of organism content expressed in 10 to the ninth power of organisms per unit of mass equal to one gram.	Billion Organisms per Gram
C71194	C71620		Unit	10^9 organisms/mg	Billion Organisms per Milligram; Billion Organisms/mg	A unit of measure of organism content expressed in 10 to the ninth power of organisms per unit of mass equal to one milligram.	Billion Organisms per Milligram
C71197	C71620		Unit	10^9 organisms/mL	Billion Organisms per Milliliter; Billion Organisms/mL	A unit of measure of organism concentration expressed in 10 to the ninth power of organisms per unit of volume equal to one milliliter.	Billion Organisms per Milliliter
C67267	C71620		Unit	10^9 PFU	Billion PFU; Billion Plaque Forming Units	A unit of measurement of infectious entities with numbers equal to 10 to the ninth power of plaque forming units.	Billion Plaque Forming Units
C163561	C71620		Unit	10^9/dose		A dose calculation unit equal to 10 to the ninth power of the number of entities per single dose.	Billion per Dose
C122200	C71620		Unit	10^9/g	/ng; 1/ng; 10^12/kg; 10^3/ug; 10^6/mg	A unit of measurement equal to 10 to the ninth power of the number of entities per unit of mass equal to one gram.	Billion per Gram
C67255	C71620		Unit	10^9/L	/nL; 1/nL; 10^3/mm3; 10^3/uL; 10^6/mL; G/L; GI/L; Giga per Liter; K/cumm; Thou/mcL	A unit of measurement equal to 10 to the ninth power of the number of entities per unit of volume equal to one liter.	Billion per Liter
C73686	C71620		Unit	Absorbance U	Absorbance Unit	A unit of optical density expressed as a logarithm of absorbance of light transmitted through a partially absorbing substance.	Absorbance Unit
C73687	C71620		Unit	Absorbance U/min	Absorbance Unit per Minute	A unit of a speed of optical density change expressed as a logarithm of absorbance of light transmitted through a partially absorbing substance per minute. (NCI)	Absorbance Unit per Minute
C126078	C71620		Unit	Absorbance U/mL		A unit of optical density expressed as a logarithm of absorbance of light transmitted through a partially absorbing substance per unit of volume equal to one milliliter.	Absorbance Unit per Milliliter
C77534	C71620		Unit	AFU	Arbitrary Fluorescence Unit	Arbitrary unit(s) of fluorescent luminescence. (NCI)	Arbitrary Fluorescence Units
C64553	C71620		Unit	ag	Attogram	A unit of mass equal to one quintillionth of a gram (1E-18 gram). (NCI)	Attogram
C70500	C71620		Unit	AgU/mL	Antigen Unit per Milliliter	A measure of an antigen potency defined as a number of antigen units per one milliliter of product.(NCI)	Antigen Unit per Milliliter
C163562	C71620		Unit	aMFI	Arithmetic Mean Fluorescence Intensity Unit	A unit of measure for the arithmetic mean fluorescence intensity.	Arithmetic Mean Fluorescence Intensity Unit
C68855	C71620		Unit	amol	Attomole	A unit of amount of substance equal to one quintillionth of a mole (1E-18 mole). (NCI)	Attomole
C42536	C71620		Unit	amp	Ampere	A unit of electric current, named after the French physicist Andre Ampere. It is that constant current which, if maintained in two straight parallel conductors of infinite length and zero diameter separated by one meter in a vacuum, would produce between these conductors a force equal to 2(1E7) Newton per meter of length. This is dependent upon the definitions of the meter, kilogram, and second. One Ampere represents 6.24 x 1(E18) unit electric charge carriers, such as electrons, passing a specified fixed point in one second. (NCI)	Ampere
C48473	C71620		Unit	AMPULE	Ampule Dosing Unit	A dosing measurement based on the ampule unit.(NCI)	Ampule Dosing Unit
C64559	C71620		Unit	amu	Atomic Mass Unit	A small unit of mass used to express atomic and molecular masses. (NCI)	Atomic Mass Unit
C122201	C71620		Unit	Anson U		A unit of enzyme concentration which is defined as the amount of enzyme that can digest urea-denatured hemoglobin at the same initial rate as one milliequivalent of tyrosine at standard conditions.	Anson Unit
C70497	C71620		Unit	anti-Xa IU	Anti-Xa Activity International Unit	A unit of unfractionated or low molecular weight heparin anticoagulation potency determined as the amount that neutralizes one unit of coagulation factor Xa preparation defined as an international biological standard by WHO (World Health Organization) First International Low Molecular Weight Heparin Reference Standard.(NCI)	Anti-Xa Activity International Unit
C70498	C71620		Unit	anti-Xa IU/mL	Anti-Xa Activity International Unit per Milliliter	A specific anticoagulation activity of unfractionated or low molecular weight heparin on factor Xa, expressed as a number of international anti-Xa heparin units per one milliliter of plasma.(NCI)	Anti-Xa Activity International Unit per Milliliter
C111129	C71620		Unit	Antibody Unit		A unit of antibody concentration measured by comparison against a known concentration of antibodies in a standard reference specimen.	Antibody Unit
C122202	C71620		Unit	APL U	[APL'U]; Immunoglobin A Phospholipid Units	A unit for semiquantitative measurement of IgA autoantibodies to proteins associated with negatively charged phospholipids evaluated against an established reference standard.	IgA Phospholipid Unit
C117965	C71620		Unit	APL U/mL	Immunoglobin A Phospholipid Units per Milliliter	A unit for semiquantitative measurement of IgA autoantibodies to proteins associated with negatively charged phospholipids evaluated against an established reference standard, per unit of volume equal to one milliliter.	Immunoglobin A Phospholipid Unit per Milliliter
C25397	C71620		Unit	APPLICATION	Application Dosing Unit	A dosing measurement based on the amount of substance applied.	Application Unit
C161498	C71620		Unit	APS U	Immunoglobin A Phosphatidylserine Units; Phosphatidylserine IgA Antibody Unit	A unit for semiquantitative measurement of IgA autoantibodies to proteins associated with phosphatidylserine evaluated against an established reference standard. (NCI)	Phosphatidylserine IgA Antibody Unit
C75765	C71620		Unit	Arbitrary U		A unit based on or subject to individual judgment, preference, or predetermined reference. (NCI)	Arbitrary Unit
C54711	C71620		Unit	atm	Atmosphere	A unit of pressure, equal to a barometer reading of 760 mm Hg. 1 atmosphere is 101325 Pascals and 1.01325 bar. This unit of pressure is roughly equal to the average atmospheric pressure at sea level on the earth.(NCI)	Atmosphere
C70504	C71620		Unit	AU/mL	Allergy Unit per Milliliter	Unit of measure of potency of allergenic product expressed as a number of allergy units per one milliliter of formulation.(NCI)	Allergy Unit per Milliliter
C48474	C71620		Unit	BAG	Bag Dosing Unit	A dosing measurement based on the bag unit.(NCI)	Bag Dosing Unit
C48475	C71620		Unit	BAR	Bar Dosing Unit	A dosing measurement based on the bar unit.(NCI)	Bar Dosing Unit
C70505	C71620		Unit	BAU	Bioequivalent Allergy Unit	A unit used for standardization of an allergenic product based on evaluation of product potency against reference standard in combined in vivo (skin test) and in vitro (IgE-based ELISA) testing.(NCI)	Bioequivalent Allergy Unit
C116235	C71620		Unit	BAU/mL	Bioequivalent Allergy Unit per Milliliter	Unit of measure of potency of allergenic product expressed as a number of bioequivalent allergy units per one milliliter of formulation.	Bioequivalent Allergy Unit per Milliliter
C116231	C71620		Unit	BE/mL	Biological Unit per Milliliter	Unit of measure of potency of allergenic product expressed as a number of biological units per one milliliter of formulation.	Biological Allergy Unit per Milliliter
C129002	C71620		Unit	BEAM BREAKS		The unit of measure for the number of times in which light paths are interrupted by movement.	Beam Break Unit
C49673	C71620		Unit	beats/min	Beats per Minute; bpm; BPM	The number of heartbeats measured per minute time. (NCI)	Beats per Minute
C71200	C71620		Unit	bel	Bel	A logarithmic ratio unit (base-10 logarithms) used to express relative magnitude of a physical quantity (usually power or intensity) in comparison with a specified or implied reference level. Particularly, Bel is used as a unit of relative sound intensity. In the latter context it is equal to ten decibels or to approximately 1.151293 nepers.(NCI)	Bel
C111139	C71620		Unit	BISCUIT	Biscuit Dosing Unit	A measurement based on the biscuit unit.	Biscuit Dosing Unit
C111140	C71620		Unit	BLOCKS		A unit of measure to quantify the number of rectangular areas in a city surrounded by streets.	Block Unit of Distance
C48476	C71620		Unit	BOLUS	Bolus Dosing Unit	A dosing measurement based on the bolus unit.(NCI)	Bolus Dosing Unit
C48477	C71620		Unit	BOTTLE	Bottle Dosing Unit	A dosing measurement based on the bottle unit.(NCI)	Bottle Dosing Unit
C151970	C71620		Unit	BOWL	Bowl Dosing Unit	A dosing measurement based on the bowl unit.	Bowl Dosing Unit
C48478	C71620		Unit	BOX	Box Dosing Unit	A dosing measurement based on the box unit.(NCI)	Box Dosing Unit
C132477	C71620		Unit	BP	BASE PAIRS	A number representing the paired nucleotides in a DNA or RNA sequence.	Base Pair Unit
C42562	C71620		Unit	Bq	Becquerel	A unit of activity of a radionuclide, equal to one nuclear disintegration or other nuclear transition from a particular energy state occurring in an amount of a radionuclide during one second-long time interval.(NCI)	Becquerel
C70522	C71620		Unit	Bq/g	Becquerel per Gram	A unit of specific radioactivity (massic activity) equal to activity of one Becquerel of the sample with total mass of one gram.(NCI)	Becquerel per Gram
C70521	C71620		Unit	Bq/kg	Becquerel per Kilogram	A unit of specific radioactivity (massic activity) equal to activity of one Becquerel of the sample with total mass of one kilogram.(NCI)	Becquerel per Kilogram
C71165	C71620		Unit	Bq/L	Becquerel per Liter	A unit of volumetric radioactivity concentration defined as a concentration of a radionuclide with an activity equal to one Becquerel per unit volume equal to one liter.(NCI)	Becquerel per Liter
C70524	C71620		Unit	Bq/mg	Becquerel per Milligram; kBq/g; Kilobecquerel per Gram	A unit of specific radioactivity (massic activity) equal to activity of one Becquerel of the sample with total mass of one milligram.(NCI)	Becquerel per Milligram
C71167	C71620		Unit	Bq/mL	Becquerel per Milliliter; kBq/L; Kilobecquerel per Liter	A unit of volumetric radioactivity concentration defined as a concentration of a radionuclide with an activity equal to one Becquerel per unit volume equal to one milliliter or one kilobecquerel per liter.(NCI)	Becquerel per Milliliter
C70523	C71620		Unit	Bq/ug	Becquerel per Microgram; Bq/mcg; Bq/ug; kBq/mg; Kilobecquerel per Milligram; MBq/g; Megabecquerel per Gram	A unit of specific radioactivity (massic activity) equal to activity of one Becquerel of the sample with total mass of one microgram, or equal to activity of one kilobecquerel of the sample with total mass of one milligram.	Becquerel per Microgram
C71166	C71620		Unit	Bq/uL	Becquerel per Microliter; kBq/mL; Kilobecquerel per Milliliter; MBq/L; Megabecquerel per Liter	A unit of volumetric radioactivity concentration defined as a concentration of a radionuclide with an activity equal to one Becquerel per unit volume equal to one millionth of a liter.(NCI)	Becquerel per Microliter
C176382	C71620		Unit	breaths/30s	Breaths per 30 Seconds	The number of breaths (inhalation and exhalation) taken within a period of time equal to thirty seconds.	Breaths per Thirty Seconds
C49674	C71620		Unit	breaths/min	Breaths per Minute	The number of breaths (inhalation and exhalation) taken per minute time. (NCI)	Breaths per Minute
C117966	C71620		Unit	BU	Bethesda Unit	A unit of measurement for blood coagulation inhibitor activity, expressed in the amount of an inhibitor neutralizing 50% of a coagulant during the incubation period.	Bethesda Unit
C117967	C71620		Unit	BU/mL	Bethesda Unit per Milliliter	A unit of measurement for blood coagulation inhibitor activity, expressed as a Bethesda Unit per unit of volume equal to one milliliter. (NCI)	Bethesda Unit per Milliliter
C42559	C71620		Unit	C	Degree Celsius	A unit of temperature of the temperature scale designed so that the freezing point of water is 0 degrees and the boiling point is 100 degrees at standard atmospheric pressure. The current official definition of the Celsius sets 0.01 C to be at the triple point of water and a degree to be 1/273.16 of the difference in temperature between the triple point of water and absolute zero. One degree Celsius represents the same temperature difference as one Kelvin. (NCI)	Degree Celsius
C67193	C71620		Unit	cal	Calorie	A measurement of nutritional energy. The quantity of thermal energy required to raise one gram of water one degree Centigrade under standard conditions. 1 calorie equals 4.186 joules. (NCI)	calorie
C48479	C71620		Unit	CAN	Can Dosing Unit	A dosing measurement based on the can unit.(NCI)	Can Dosing Unit
C102405	C71620		Unit	CAPFUL	Capful Dosing Unit	A unit of measure equal to the amount that the cap on the bottle can contain.	Capful Dosing Unit
C64696	C71620		Unit	CAPLET	Caplet Dosing Unit	A dosing measurement based on the caplet unit.	Caplet Dosing Unit
C48480	C71620		Unit	CAPSULE	cap; Capsule Dosing Unit	A dosing measurement based on the capsule unit.(NCI)	Capsule Dosing Unit
C48481	C71620		Unit	CARTRIDGE	Cartridge Dosing Unit	A dosing measurement based on the cartridge unit.(NCI)	Cartridge Dosing Unit
C70535	C71620		Unit	CCID 50/dose	50 Percent Cell Culture Infective Dose per Dose	A potency unit equal to the potency at which one dose of preparation contains one 50 percent cell culture infective dose.(NCI)	50 Percent Cell Culture Infective Dose per Dose
C120845	C71620		Unit	CCID 50/mL	50 Percent Cell Culture Infective Dose per Milliliter	A potency unit equal to the potency at which one milliliter of preparation contains one 50 percent cell culture infective dose. (NCI)	50 Percent Cell Culture Infective Dose per Milliliter
C42538	C71620		Unit	cd	Candela	The candela is the basic unit of luminous intensity. It is the luminous intensity in a given direction of a small monochromatic light source at 540 terahertz emitting 1/683 watt per steradian in that direction. This is dependent upon the definitions of the meter, kilogram, and second.(NCI)	Candela
C122203	C71620		Unit	cd*s/m2		A unit of luminous intensity expressed as one candela in one second of light emittance per square meter of area.	Candela Second per Square Meter
C122204	C71620		Unit	cd/m2		A unit of luminous intensity expressed as one candela per square meter of area.	Candela per Square Meter
C68898	C71620		Unit	CFU/g	Colony Forming Unit per Gram	A unit of measurement of colony forming cells or microorganisms in a unit mass of substance of interest defined as the number of colony forming units in one gram of substance.	Colony Forming Unit per Gram
C68902	C71620		Unit	CFU/mL	Colony Forming Unit per Milliliter	A unit of measurement of colony forming cells or microorganisms in a unit volume of substance of interest defined as the number of colony forming units in one milliliter of substance.	Colony Forming Unit per Milliliter
C64554	C71620		Unit	cg	Centigram	A unit of mass equal to one hundredth of a gram.(NCI)	Centigram
C128269	C71620		Unit	CGE	Cobalt Gray Equivalent	A unit of relative biological effectiveness of protons equivalent to cobalt-60 gamma rays.	Cobalt Gray Equivalent
C64693	C71620		Unit	cGy	Centigray	The metric unit of absorbed radiation dose equal to the absorption of one hundredth of joule of radiation energy per kilogram of matter.	Centigray
C48466	C71620		Unit	Ci	Curie	A unit of radioactivity defined as 3.7 E10 atomic disintegrations or other nuclear transformations per second. One Curie is equal to 37 gigabecquerels.(NCI)	Curie
C70528	C71620		Unit	Ci/g	Curie per Gram; mCi/mg; Microcurie per Microgram; Millicurie per Milligram; uCi/ug	A unit of specific radioactivity (massic activity) equal to activity of one Curie of the sample with total mass of one gram.(NCI)	Curie per Gram
C70529	C71620		Unit	Ci/kg	Curie per Kilogram; mCi/g; Microcurie per Milligram; Millicurie per Gram; uCi/mg	A unit of specific radioactivity (massic activity) equal to activity of one Curie of the sample with total mass of one kilogram.(NCI)	Curie per Kilogram
C71170	C71620		Unit	Ci/L	Curie per Liter; Microcurie per Microliter; uCi/uL	A unit of volumetric radioactivity concentration defined as a concentration of a radionuclide with an activity equal to one Curie per unit volume equal to one liter.(NCI)	Curie per Liter
C70531	C71620		Unit	Ci/mg	Curie per Milligram; mCi/ug; Millicurie per Microgram	A unit of specific radioactivity (massic activity) equal to activity of one Curie of the sample with total mass of one milligram.(NCI)	Curie per Milligram
C71172	C71620		Unit	Ci/mL	Curie per Milliliter	A unit of volumetric radioactivity concentration defined as a concentration of a radionuclide with an activity equal to one Curie per unit volume equal to one milliliter.(NCI)	Curie per Milliliter
C70530	C71620		Unit	Ci/ug	Ci/mcg; Curie per Microgram	A unit of specific radioactivity (massic activity) equal to activity of one Curie of the sample with total mass of one microgram.(NCI)	Curie per Microgram
C71171	C71620		Unit	Ci/uL	Ci/mcL; Curie per Microliter	A unit of volumetric radioactivity concentration defined as a concentration of a radionuclide with an activity equal to one Curie per unit volume equal to one millionth of a liter.(NCI)	Curie per Microliter
C116244	C71620		Unit	CIGAR	Cigar Dosing Unit	A dosing measurement based on the cigar unit.	Cigar Dosing Unit
C116245	C71620		Unit	CIGARETTE	Cigarette Dosing Unit	A dosing measurement based on the cigarette unit.	Cigarette Dosing Unit
C69087	C71620		Unit	cL	Centiliter	The unit of volume equal to one hundredth of a liter or 10 milliliters or 10 cubic centimeters or 0.6102 cubic inch.	Centiliter
C91060	C71620		Unit	cm H2O		A unit of pressure defined by a column of water with a height of one centimeter, frequently used to measure central venous pressure, intracranial pressure, and for pressures during mechanical ventilation.	Centimeters of Water
C49668	C71620		Unit	cm	Centimeter	A basic unit of length equal to one hundredth of a meter or approximately 0.393700787 inch.	Centimeter
C105481	C71620		Unit	cm/min	Centimeters per Minute	A unit of both speed (scalar) and velocity (vector), defined as the distance of one centimeter travelled per unit time equal to one minute. (NCI)	Centimeter Per Minute
C102406	C71620		Unit	cm/s	cm/sec	A unit of both speed (scalar) and velocity (vector), defined as the distance of one centimeter travelled per unit time equal to one second. (NCI)	Centimeter per Second
C48460	C71620		Unit	cm2	Square Centimeter	A unit of area measurement equal to a square measuring one centimeter on each side. One square centimeter is equal to 1E-4 square meter. (NCI)	Square Centimeter
C135518	C71620		Unit	cmH2O*s/mL		A unit of pressure defined as centimeters of water times seconds per unit of volume equal to one milliliter.	Centimeter of Water Times Second per Milliliter
C135519	C71620		Unit	cmH2O*s2/mL		A unit of pressure defined as centimeters of water times seconds squared per unit of volume equal to one milliliter.	Centimeter of Water Times Second Squared per Milliliter
C135520	C71620		Unit	cmH2O/mL		A unit of pressure defined as centimeters of water per unit of volume equal to one milliliter.	Centimeter of Water per Milliliter
C147129	C71620		Unit	cmHg	Centimeter of Mercury	A unit of pressure equal to 0.001316 atmosphere and equal to the pressure indicated by one centimeter rise of mercury in a barometer at the Earth's surface.	Centimeters of Mercury
C68687	C71620		Unit	cmol	Centimole	A unit of amount of substance equal to one hundredth of a mole (1E-2 mole). (NCI)	Centimole
C68886	C71620		Unit	cmol/L	Millimoles per Deciliter; mmol/dL	A unit of concentration (molarity unit) equal to one centimole of solute in one liter of solution. (NCI)	Centimole per Liter
C48483	C71620		Unit	COAT	Coat Dosing Unit	A dosing measurement based on the coat unit.(NCI)	Coat Dosing Unit
C48484	C71620		Unit	CONTAINER	Container Dosing Unit	A dosing measurement based on the container unit.(NCI)	Container Dosing Unit
C100900	C71620		Unit	copies/mL		A unit of concentration expressed as a number of copies per unit volume equal to one milliliter.	Copies per Milliliter
C126079	C71620		Unit	copies/ug		A unit of concentration expressed as a number of copies per unit volume equal to one microgram.	Copies per Microgram
C116237	C71620		Unit	copies/uL		A unit of concentration expressed as a number of copies per unit volume equal to one microliter.	Copies per Microliter
C42550	C71620		Unit	Coulomb	Coulomb	A unit of quantity of electricity, equal to the quantity of charge transferred in one second across a conductor in which there is a constant current of one Ampere.(NCI)	Coulomb
C69092	C71620		Unit	cP	Centipoise	A unit of dynamic viscosity equal to one hundredth of a poise.	Centipoise
C73688	C71620		Unit	cpm	Counts per Minute	A unit of frequency expressed as the detection rate of ionization events per minute.	Count per Minute
C105482	C71620		Unit	cs	10^-2 sec; Centisecond; csec	A unit of time equal to one hundredth of a second (1E-2 seconds). (NCI)	Centisecond
C172604	C71620		Unit	cup eq	Cup Equivalent; cup-eq	A unit of relative amount of a substance equal to one cup.	Cup Equivalent
C54703	C71620		Unit	CUP	Cup Dosing Unit	A dosing measurement based on the cup unit.(NCI)	Cup Dosing Unit
C114242	C71620		Unit	cy/cm	cpcm; Grating Cycles per Centimeter	A unit of measure for the number of repeating vertical or horizontal bars per unit of length equal to one centimeter on a visual acuity testing card.	Grating Cycles per Centimeter
C71176	C71620		Unit	cycle/min	Cycle per Minute	A unit of frequency equal to the frequency at which one complete execution of a periodically repeated phenomenon, alternation, event, or sequence of events occurs per unit of time equal to one minute.(NCI)	Cycle per Minute
C48489	C71620		Unit	CYLINDER	Cylinder Dosing Unit	A dosing measurement based on the cylinder unit.(NCI)	Cylinder Dosing Unit
C70501	C71620		Unit	DAgU	D Antigen Unit	A unit of potency of poliovirus vaccine used for poliomyelitis prevention. The unit is poliovirus type-specific.(NCI)	D Antigen Unit
C70502	C71620		Unit	DAgU/mL	D Antigen Unit per Milliliter	A unit of potency of poliovirus vaccine expressed as a number of D antigen units per one milliliter of vaccine formulation.(NCI)	D Antigen Unit per Milliliter
C105483	C71620		Unit	damol/L	Decamole per Liter; mol/dL; Moles per Deciliter	A unit of concentration (molarity unit) equal to one decamole of solute in one liter of solution. (NCI)	Decamole Per Liter
C25301	C71620		Unit	DAYS		A unit of measurement of time equal to 24 hours.	Day
C170634	C71620		Unit	days/month		A unit of measurement equal to the number of days within a period of time equal to one month.	Days Per Month
C170633	C71620		Unit	days/wk	days/week	A unit of measurement equal to the number of days within a period of time equal to one week.	Days Per Week
C102407	C71620		Unit	dB	Decibel	A unit of measure representing the intensity of an electrical signal or sound which is equal to ten times the logarithm of the ratio of two signals.	Decibel
C161494	C71620		Unit	DDU		A unit of measure for the concentration of fibrin degradation products in a sample, calculated based upon the mass of D-dimers contained within that sample. (NCI)	D-Dimer Unit
C68667	C71620		Unit	deg	Degree Unit of Plane Angle	A unit of plane angle measurement equal to the length of the arc cut out by the angle, divided by the circumference of the circle, and multiplied by 360. The symbol for degrees is a small superscript circle. One radian is about 57 degrees and one degree is pi/180 radians.(NCI)	Degree Unit of Plane Angle
C161488	C71620		Unit	deg/mm		A unit of rotation expressed as the number of degrees per unit of length equal to one millimeter.	Degree Per Millimeter
C166097	C71620		Unit	deg/s		A unit of angular velocity defined as the number of degrees per unit of time equal to one second.	Degrees Per Second
C166098	C71620		Unit	deg2	sq. deg.	A unit of solid angle equal to approximately 3.0462x10^-4 steradians.	Degrees Squared
C100899	C71620		Unit	DIOPTER	Diopter	A unit of measurement of the optical power of a curved mirror or lens represented by the inverse of the focal length in meters.	Diopter
C82483	C71620		Unit	DIP	Dip Dosing Unit; Snuff Dosing Unit	A dosing measurement based on the dip unit.	Dip Dosing Unit
C48490	C71620		Unit	DISK	Disk Dosing Unit	A dosing measurement based on the disk unit.(NCI)	Disk Dosing Unit
C64697	C71620		Unit	dL	Deciliter	The unit of volume equal to one tenth of a liter. Accepted for use with the SI. (NCI)	Deciliter
C68685	C71620		Unit	dmol	Decimole	A unit of amount of substance equal to one tenth of a mole (1E-1 mole). (NCI)	Decimole
C98719	C71620		Unit	DNA copies/mL	DNA Copies per Milliliter	The unit of concentration of deoxyribonucleic acid (DNA) copies expressed as a number of copies in unit volume equal to one milliliter.	DNA Copies per Milliliter
